MC simulation of a multilayer film [500 nm of Ir,250 nm of Ag,50000 nm of SiO2] at 30.0 keV + CSF + BSF
Characteristic
Type:	Characteristic
# of electrons	10000
# of scattering events	6017913
Transition	Generated (1/mSr)	Transmitted (1/mSr)
O K-L3	4934.5915256056405	1.8274700332444365E-10
Si K-L3	2896.00323787535	82.81647018638597
Si K-M3	49.36464648945196	2.0551205268403128
Ag L2-N4	261.655427541338	13.423708749366439
Ag L3-M5	6762.291585652782	117.3798506496334
Ir L2-N4	3112.3873368526274	2836.671167076692
Ir L3-M5	43129.218123483755	39704.708107349405
Ir M4-N6	121028.07694355302	29133.382850333368
Ir M5-N7	223144.5450377049	119034.89073179226
Bremsstrahlung Fluorescence
Type:	Continuum Fluorescence
# of electrons	10000
# of scattering events	600242
Transition	Generated (1/mSr)	Transmitted (1/mSr)
O K-L3	50.086851077091794	7.492826547821302E-13
Si K-L3	991.3456349901868	7.679851478665047
Si K-M3	16.8982638486462	0.20270825789336172
Ag L2-N4	4.021729645139498	0.19999920352828604
Ag L3-M5	72.57105549222034	1.2425516921573012
Ir L2-N4	150.36078777055462	131.85265725532528
Ir L3-M5	1530.638882100559	1365.3271200683919
Ir M4-N6	866.0019315381793	175.06992625964057
Ir M5-N7	1556.692492277473	760.1912706933567
Characteristic Fluorescence
Type:	Characteristic Fluorescence
# of electrons	10000
# of scattering events	602174
Transition	Generated (1/mSr)	Transmitted (1/mSr)
O K-L3	54.33899578427223	1.0302543942659243E-12
Si K-L3	1339.4499022970988	24.871073098155392
Si K-M3	22.831974098804174	0.6311710909090497
Ag L2-N4	1.3734127783986914	0.06759865427169322
Ag L3-M5	25.792045588258933	0.43946148743000174
Ir L2-N4	2.4494659552744737	2.15963588292642
Ir L3-M5	106.35955060888901	95.21803046070858
Ir M4-N6	232.37343777769436	46.92198099807383
Ir M5-N7	1687.814482215171	849.157239958548
