[B(17.89 wgt%),Zr(82.11 wgt%),Σ=100.00,5.7 g/cc]	Pure zirconium	Zirconium	Boron	40	20	Zr L3-M5	0.814	0.810645
[B(17.89 wgt%),Zr(82.11 wgt%),Σ=100.00,5.7 g/cc]	Pure zirconium	Zirconium	Boron	40	25	Zr L3-M5	0.8225	0.827298
[B(17.89 wgt%),Zr(82.11 wgt%),Σ=100.00,5.7 g/cc]	Pure zirconium	Zirconium	Boron	40	30	Zr L3-M5	0.829	0.841707
[B(10.42 wgt%),Nb(89.58 wgt%),Σ=100.00,7.9 g/cc]	Pure niobium	Niobium	Boron	40	4	Nb L3-M5	0.8588	0.839533
[B(10.42 wgt%),Nb(89.58 wgt%),Σ=100.00,7.9 g/cc]	Pure niobium	Niobium	Boron	40	6	Nb L3-M5	0.868	0.853855
[B(10.42 wgt%),Nb(89.58 wgt%),Σ=100.00,7.9 g/cc]	Pure niobium	Niobium	Boron	40	8	Nb L3-M5	0.8758	0.864447
[B(10.42 wgt%),Nb(89.58 wgt%),Σ=100.00,7.9 g/cc]	Pure niobium	Niobium	Boron	40	10	Nb L3-M5	0.882	0.871479
[B(10.42 wgt%),Nb(89.58 wgt%),Σ=100.00,7.9 g/cc]	Pure niobium	Niobium	Boron	40	12	Nb L3-M5	0.8878	0.876841
[B(10.42 wgt%),Nb(89.58 wgt%),Σ=100.00,7.9 g/cc]	Pure niobium	Niobium	Boron	40	15	Nb L3-M5	0.8942	0.876243
[B(10.42 wgt%),Nb(89.58 wgt%),Σ=100.00,7.9 g/cc]	Pure niobium	Niobium	Boron	40	20	Nb L3-M5	0.9036	0.89006
[B(10.42 wgt%),Nb(89.58 wgt%),Σ=100.00,7.9 g/cc]	Pure niobium	Niobium	Boron	40	25	Nb L3-M5	0.91	0.900598
[B(10.42 wgt%),Nb(89.58 wgt%),Σ=100.00,7.9 g/cc]	Pure niobium	Niobium	Boron	40	30	Nb L3-M5	0.9157	0.908279
[B(17.15 wgt%),Nb(82.85 wgt%),Σ=100.00,7.5 g/cc]	Pure niobium	Niobium	Boron	40	4	Nb L3-M5	0.7502	0.751363
[B(17.15 wgt%),Nb(82.85 wgt%),Σ=100.00,7.5 g/cc]	Pure niobium	Niobium	Boron	40	6	Nb L3-M5	0.764	0.770161
[B(17.15 wgt%),Nb(82.85 wgt%),Σ=100.00,7.5 g/cc]	Pure niobium	Niobium	Boron	40	8	Nb L3-M5	0.776	0.784388
[B(17.15 wgt%),Nb(82.85 wgt%),Σ=100.00,7.5 g/cc]	Pure niobium	Niobium	Boron	40	10	Nb L3-M5	0.7862	0.786798
[B(17.15 wgt%),Nb(82.85 wgt%),Σ=100.00,7.5 g/cc]	Pure niobium	Niobium	Boron	40	12	Nb L3-M5	0.795	0.800278
[B(17.15 wgt%),Nb(82.85 wgt%),Σ=100.00,7.5 g/cc]	Pure niobium	Niobium	Boron	40	15	Nb L3-M5	0.806	0.808413
[B(17.15 wgt%),Nb(82.85 wgt%),Σ=100.00,7.5 g/cc]	Pure niobium	Niobium	Boron	40	20	Nb L3-M5	0.821	0.822685
[B(17.15 wgt%),Nb(82.85 wgt%),Σ=100.00,7.5 g/cc]	Pure niobium	Niobium	Boron	40	25	Nb L3-M5	0.8338	0.834945
[B(17.15 wgt%),Nb(82.85 wgt%),Σ=100.00,7.5 g/cc]	Pure niobium	Niobium	Boron	40	30	Nb L3-M5	0.8442	0.846585
[B(10.13 wgt%),Mo(89.87 wgt%),Σ=100.00,9.4 g/cc]	Pure molybdenum	Molybdenum	Boron	40	4	Mo L3-M5	0.8401	0.839811
[B(10.13 wgt%),Mo(89.87 wgt%),Σ=100.00,9.4 g/cc]	Pure molybdenum	Molybdenum	Boron	40	6	Mo L3-M5	0.85	0.856669
[B(10.13 wgt%),Mo(89.87 wgt%),Σ=100.00,9.4 g/cc]	Pure molybdenum	Molybdenum	Boron	40	8	Mo L3-M5	0.858	0.866288
[B(10.13 wgt%),Mo(89.87 wgt%),Σ=100.00,9.4 g/cc]	Pure molybdenum	Molybdenum	Boron	40	10	Mo L3-M5	0.866	0.870329
[B(10.13 wgt%),Mo(89.87 wgt%),Σ=100.00,9.4 g/cc]	Pure molybdenum	Molybdenum	Boron	40	12	Mo L3-M5	0.8731	0.879353
[B(10.13 wgt%),Mo(89.87 wgt%),Σ=100.00,9.4 g/cc]	Pure molybdenum	Molybdenum	Boron	40	15	Mo L3-M5	0.8828	0.887587
[B(10.13 wgt%),Mo(89.87 wgt%),Σ=100.00,9.4 g/cc]	Pure molybdenum	Molybdenum	Boron	40	20	Mo L3-M5	0.8978	0.882427
[B(10.13 wgt%),Mo(89.87 wgt%),Σ=100.00,9.4 g/cc]	Pure molybdenum	Molybdenum	Boron	40	25	Mo L3-M5	0.91	0.902226
[B(10.13 wgt%),Mo(89.87 wgt%),Σ=100.00,9.4 g/cc]	Pure molybdenum	Molybdenum	Boron	40	30	Mo L3-M5	0.9202	0.910621
[B(5.64 wgt%),Ta(94.36 wgt%),Σ=100.00,15.8 g/cc]	Pure tantalum	Tantalum	Boron	40	4	Ta M5-N7	0.916	0.890369
[B(5.64 wgt%),Ta(94.36 wgt%),Σ=100.00,15.8 g/cc]	Pure tantalum	Tantalum	Boron	40	6	Ta M5-N7	0.9208	0.906581
[B(5.64 wgt%),Ta(94.36 wgt%),Σ=100.00,15.8 g/cc]	Pure tantalum	Tantalum	Boron	40	8	Ta M5-N7	0.9258	0.909269
[B(5.64 wgt%),Ta(94.36 wgt%),Σ=100.00,15.8 g/cc]	Pure tantalum	Tantalum	Boron	40	10	Ta M5-N7	0.9295	0.920721
[B(5.64 wgt%),Ta(94.36 wgt%),Σ=100.00,15.8 g/cc]	Pure tantalum	Tantalum	Boron	40	12	Ta M5-N7	0.9324	0.928184
[B(5.64 wgt%),Ta(94.36 wgt%),Σ=100.00,15.8 g/cc]	Pure tantalum	Tantalum	Boron	40	15	Ta M5-N7	0.9365	0.926498
