362	112	1
363	112	1
192	113	1
364	113	1
192	114	1
365	114	1
366	114	1
389	114	1
390	114	1
391	114	1
392	114	1
393	114	1
394	114	1
395	114	1
396	114	1
397	114	1
398	114	1
399	114	1
193	115	1
367	115	1
387	115	1
388	115	1
400	115	1
193	116	1
368	116	1
384	116	1
385	116	1
386	116	1
401	116	1
402	116	1
194	117	1
369	117	1
382	117	1
383	117	1
403	117	1
194	118	1
370	118	1
381	118	1
404	118	1
195	119	1
371	119	1
380	119	1
405	119	1
195	120	1
372	120	1
373	120	1
379	120	1
405	120	1
196	121	1
374	121	1
378	121	1
405	121	1
196	122	1
374	122	1
377	122	1
405	122	1
197	123	1
375	123	1
376	123	1
406	123	1
197	124	1
406	124	1
197	125	1
406	125	1
197	126	1
406	126	1
197	127	1
406	127	1
197	128	1
405	128	1
197	129	1
405	129	1
197	130	1
405	130	1
197	131	1
405	131	1
197	132	1
404	132	1
197	133	1
403	133	1
197	134	1
402	134	1
197	135	1
401	135	1
197	136	1
400	136	1
197	137	1
398	137	1
399	137	1
196	138	1
397	138	1
196	139	1
397	139	1
196	140	1
396	140	1
409	140	1
410	140	1
411	140	1
196	141	1
396	141	1
407	141	1
408	141	1
412	141	1
196	142	1
395	142	1
405	142	1
406	142	1
413	142	1
414	142	1
196	143	1
395	143	1
403	143	1
404	143	1
415	143	1
195	144	1
395	144	1
402	144	1
415	144	1
195	145	1
395	145	1
400	145	1
401	145	1
416	145	1
194	146	1
396	146	1
397	146	1
398	146	1
399	146	1
416	146	1
194	147	1
416	147	1
193	148	1
416	148	1
193	149	1
416	149	1
192	150	1
416	150	1
192	151	1
416	151	1
191	152	1
416	152	1
191	153	1
416	153	1
191	154	1
416	154	1
191	155	1
416	155	1
190	156	1
416	156	1
190	157	1
416	157	1
189	158	1
415	158	1
189	159	1
415	159	1
188	160	1
415	160	1
188	161	1
415	161	1
188	162	1
415	162	1
187	163	1
415	163	1
187	164	1
414	164	1
187	165	1
413	165	1
187	166	1
412	166	1
187	167	1
411	167	1
187	168	1
411	168	1
187	169	1
411	169	1
186	170	1
411	170	1
186	171	1
412	171	1
186	172	1
413	172	1
186	173	1
414	173	1
185	174	1
414	174	1
185	175	1
414	175	1
185	176	1
414	176	1
185	177	1
414	177	1
185	178	1
414	178	1
185	179	1
414	179	1
184	180	1
415	180	1
184	181	1
415	181	1
184	182	1
415	182	1
184	183	1
415	183	1
183	184	1
369	184	1
370	184	1
371	184	1
414	184	1
183	185	1
367	185	1
368	185	1
372	185	1
414	185	1
182	186	1
366	186	1
372	186	1
414	186	1
182	187	1
366	187	1
373	187	1
413	187	1
181	188	1
366	188	1
374	188	1
413	188	1
181	189	1
366	189	1
375	189	1
413	189	1
181	190	1
366	190	1
375	190	1
413	190	1
181	191	1
367	191	1
376	191	1
413	191	1
180	192	1
367	192	1
377	192	1
412	192	1
180	193	1
367	193	1
378	193	1
411	193	1
179	194	1
367	194	1
379	194	1
410	194	1
179	195	1
368	195	1
380	195	1
410	195	1
178	196	1
368	196	1
381	196	1
382	196	1
409	196	1
178	197	1
368	197	1
383	197	1
408	197	1
178	198	1
368	198	1
384	198	1
385	198	1
406	198	1
407	198	1
178	199	1
368	199	1
386	199	1
387	199	1
388	199	1
405	199	1
176	200	1
177	200	1
368	200	1
389	200	1
390	200	1
391	200	1
392	200	1
393	200	1
394	200	1
395	200	1
396	200	1
397	200	1
398	200	1
399	200	1
400	200	1
401	200	1
402	200	1
403	200	1
404	200	1
173	201	1
174	201	1
175	201	1
368	201	1
170	202	1
171	202	1
172	202	1
367	202	1
167	203	1
168	203	1
169	203	1
367	203	1
165	204	1
166	204	1
366	204	1
158	205	1
159	205	1
160	205	1
161	205	1
162	205	1
163	205	1
164	205	1
365	205	1
157	206	1
364	206	1
153	207	1
154	207	1
155	207	1
156	207	1
364	207	1
151	208	1
152	208	1
364	208	1
148	209	1
149	209	1
150	209	1
364	209	1
146	210	1
147	210	1
363	210	1
143	211	1
144	211	1
145	211	1
363	211	1
141	212	1
142	212	1
362	212	1
138	213	1
139	213	1
140	213	1
362	213	1
125	214	1
126	214	1
137	214	1
361	214	1
123	215	1
124	215	1
127	215	1
128	215	1
129	215	1
130	215	1
131	215	1
132	215	1
133	215	1
134	215	1
135	215	1
136	215	1
361	215	1
122	216	1
360	216	1
121	217	1
360	217	1
120	218	1
359	218	1
119	219	1
359	219	1
118	220	1
359	220	1
117	221	1
359	221	1
116	222	1
359	222	1
116	223	1
359	223	1
115	224	1
359	224	1
115	225	1
359	225	1
114	226	1
359	226	1
114	227	1
359	227	1
113	228	1
359	228	1
113	229	1
360	229	1
113	230	1
360	230	1
113	231	1
361	231	1
113	232	1
361	232	1
114	233	1
362	233	1
114	234	1
362	234	1
114	235	1
363	235	1
114	236	1
363	236	1
115	237	1
364	237	1
115	238	1
364	238	1
115	239	1
365	239	1
116	240	1
365	240	1
116	241	1
365	241	1
116	242	1
365	242	1
117	243	1
365	243	1
117	244	1
365	244	1
117	245	1
365	245	1
117	246	1
365	246	1
117	247	1
365	247	1
117	248	1
364	248	1
117	249	1
364	249	1
116	250	1
364	250	1
116	251	1
364	251	1
115	252	1
363	252	1
115	253	1
363	253	1
115	254	1
362	254	1
115	255	1
362	255	1
115	256	1
362	256	1
115	257	1
362	257	1
115	258	1
362	258	1
116	259	1
363	259	1
116	260	1
364	260	1
365	260	1
117	261	1
366	261	1
118	262	1
367	262	1
368	262	1
369	262	1
370	262	1
371	262	1
119	263	1
372	263	1
119	264	1
373	264	1
374	264	1
375	264	1
376	264	1
377	264	1
119	265	1
378	265	1
118	266	1
378	266	1
118	267	1
378	267	1
117	268	1
379	268	1
380	268	1
117	269	1
381	269	1
116	270	1
381	270	1
116	271	1
382	271	1
116	272	1
382	272	1
116	273	1
383	273	1
116	274	1
383	274	1
116	275	1
384	275	1
117	276	1
384	276	1
117	277	1
385	277	1
117	278	1
386	278	1
117	279	1
387	279	1
117	280	1
388	280	1
118	281	1
389	281	1
118	282	1
389	282	1
118	283	1
390	283	1
119	284	1
390	284	1
119	285	1
391	285	1
118	286	1
391	286	1
118	287	1
391	287	1
118	288	1
391	288	1
117	289	1
392	289	1
117	290	1
392	290	1
114	291	1
115	291	1
116	291	1
392	291	1
101	292	1
102	292	1
103	292	1
104	292	1
105	292	1
106	292	1
107	292	1
108	292	1
109	292	1
110	292	1
111	292	1
112	292	1
113	292	1
392	292	1
98	293	1
99	293	1
100	293	1
392	293	1
97	294	1
392	294	1
96	295	1
393	295	1
95	296	1
393	296	1
95	297	1
393	297	1
94	298	1
393	298	1
94	299	1
393	299	1
94	300	1
393	300	1
94	301	1
393	301	1
94	302	1
393	302	1
94	303	1
393	303	1
94	304	1
393	304	1
95	305	1
393	305	1
95	306	1
393	306	1
96	307	1
393	307	1
96	308	1
392	308	1
96	309	1
392	309	1
96	310	1
391	310	1
97	311	1
391	311	1
97	312	1
390	312	1
98	313	1
390	313	1
98	314	1
389	314	1
99	315	1
389	315	1
99	316	1
388	316	1
100	317	1
388	317	1
101	318	1
387	318	1
102	319	1
387	319	1
102	320	1
386	320	1
102	321	1
386	321	1
103	322	1
385	322	1
103	323	1
385	323	1
103	324	1
384	324	1
104	325	1
383	325	1
104	326	1
382	326	1
104	327	1
381	327	1
104	328	1
380	328	1
105	329	1
379	329	1
105	330	1
378	330	1
106	331	1
377	331	1
106	332	1
376	332	1
107	333	1
375	333	1
108	334	1
374	334	1
108	335	1
373	335	1
108	336	1
372	336	1
109	337	1
372	337	1
109	338	1
372	338	1
110	339	1
373	339	1
110	340	1
373	340	1
111	341	1
373	341	1
111	342	1
373	342	1
112	343	1
373	343	1
113	344	1
373	344	1
114	345	1
373	345	1
115	346	1
373	346	1
115	347	1
374	347	1
116	348	1
374	348	1
117	349	1
374	349	1
117	350	1
374	350	1
118	351	1
374	351	1
119	352	1
374	352	1
120	353	1
374	353	1
120	354	1
375	354	1
121	355	1
375	355	1
122	356	1
375	356	1
123	357	1
375	357	1
124	358	1
375	358	1
125	359	1
375	359	1
125	360	1
375	360	1
126	361	1
375	361	1
126	362	1
375	362	1
127	363	1
374	363	1
127	364	1
374	364	1
127	365	1
374	365	1
127	366	1
374	366	1
127	367	1
374	367	1
127	368	1
374	368	1
127	369	1
374	369	1
127	370	1
374	370	1
127	371	1
374	371	1
127	372	1
374	372	1
127	373	1
374	373	1
127	374	1
374	374	1
127	375	1
374	375	1
127	376	1
374	376	1
127	377	1
374	377	1
127	378	1
374	378	1
128	379	1
373	379	1
128	380	1
373	380	1
128	381	1
373	381	1
128	382	1
373	382	1
128	383	1
373	383	1
128	384	1
373	384	1
128	385	1
373	385	1
128	386	1
372	386	1
128	387	1
372	387	1
128	388	1
372	388	1
128	389	1
372	389	1
128	390	1
372	390	1
128	391	1
371	391	1
128	392	1
370	392	1
129	393	1
370	393	1
129	394	1
369	394	1
129	395	1
369	395	1
130	396	1
368	396	1
130	397	1
368	397	1
130	398	1
367	398	1
131	399	1
367	399	1
131	400	1
366	400	1
132	401	1
366	401	1
132	402	1
366	402	1
133	403	1
366	403	1
133	404	1
366	404	1
134	405	1
366	405	1
134	406	1
366	406	1
135	407	1
366	407	1
135	408	1
366	408	1
136	409	1
366	409	1
137	410	1
365	410	1
138	411	1
364	411	1
138	412	1
363	412	1
139	413	1
363	413	1
139	414	1
363	414	1
139	415	1
363	415	1
140	416	1
362	416	1
140	417	1
361	417	1
140	418	1
360	418	1
141	419	1
359	419	1
141	420	1
359	420	1
142	421	1
358	421	1
143	422	1
358	422	1
144	423	1
358	423	1
144	424	1
357	424	1
145	425	1
357	425	1
146	426	1
356	426	1
147	427	1
356	427	1
148	428	1
355	428	1
149	429	1
354	429	1
149	430	1
354	430	1
150	431	1
353	431	1
150	432	1
353	432	1
151	433	1
353	433	1
152	434	1
352	434	1
153	435	1
352	435	1
153	436	1
351	436	1
154	437	1
350	437	1
155	438	1
349	438	1
155	439	1
348	439	1
156	440	1
157	440	1
158	440	1
348	440	1
159	441	1
347	441	1
159	442	1
346	442	1
160	443	1
345	443	1
161	444	1
345	444	1
162	445	1
344	445	1
162	446	1
343	446	1
163	447	1
341	447	1
342	447	1
164	448	1
340	448	1
165	449	1
340	449	1
166	450	1
339	450	1
167	451	1
338	451	1
168	452	1
336	452	1
337	452	1
169	453	1
334	453	1
335	453	1
170	454	1
333	454	1
171	455	1
332	455	1
171	456	1
330	456	1
331	456	1
172	457	1
329	457	1
173	458	1
328	458	1
174	459	1
326	459	1
327	459	1
174	460	1
325	460	1
174	461	1
323	461	1
324	461	1
174	462	1
321	462	1
322	462	1
174	463	1
319	463	1
320	463	1
175	464	1
176	464	1
318	464	1
177	465	1
317	465	1
178	466	1
315	466	1
316	466	1
179	467	1
314	467	1
180	468	1
181	468	1
313	468	1
182	469	1
311	469	1
312	469	1
183	470	1
309	470	1
310	470	1
184	471	1
185	471	1
307	471	1
308	471	1
186	472	1
187	472	1
188	472	1
305	472	1
306	472	1
189	473	1
190	473	1
304	473	1
191	474	1
192	474	1
193	474	1
302	474	1
303	474	1
194	475	1
300	475	1
301	475	1
195	476	1
297	476	1
298	476	1
299	476	1
196	477	1
197	477	1
293	477	1
294	477	1
295	477	1
296	477	1
198	478	1
199	478	1
200	478	1
201	478	1
291	478	1
292	478	1
202	479	1
290	479	1
203	480	1
204	480	1
287	480	1
288	480	1
289	480	1
205	481	1
280	481	1
281	481	1
282	481	1
283	481	1
284	481	1
285	481	1
286	481	1
206	482	1
207	482	1
208	482	1
278	482	1
279	482	1
209	483	1
210	483	1
271	483	1
272	483	1
273	483	1
274	483	1
275	483	1
276	483	1
277	483	1
211	484	1
212	484	1
213	484	1
268	484	1
269	484	1
270	484	1
214	485	1
215	485	1
216	485	1
217	485	1
266	485	1
267	485	1
218	486	1
219	486	1
220	486	1
221	486	1
257	486	1
258	486	1
259	486	1
260	486	1
261	486	1
262	486	1
263	486	1
264	486	1
265	486	1
222	487	1
223	487	1
224	487	1
245	487	1
246	487	1
247	487	1
248	487	1
249	487	1
250	487	1
251	487	1
252	487	1
253	487	1
254	487	1
255	487	1
256	487	1
225	488	1
226	488	1
227	488	1
228	488	1
229	488	1
230	488	1
231	488	1
232	488	1
233	488	1
234	488	1
235	488	1
236	488	1
237	488	1
238	488	1
239	488	1
240	488	1
241	488	1
242	488	1
243	488	1
244	488	1
