221	70	1
222	70	1
223	70	1
212	71	1
213	71	1
214	71	1
215	71	1
216	71	1
217	71	1
218	71	1
219	71	1
220	71	1
224	71	1
225	71	1
226	71	1
227	71	1
228	71	1
229	71	1
230	71	1
231	71	1
232	71	1
233	71	1
234	71	1
235	71	1
236	71	1
237	71	1
238	71	1
239	71	1
240	71	1
241	71	1
242	71	1
208	72	1
209	72	1
210	72	1
211	72	1
243	72	1
244	72	1
245	72	1
246	72	1
247	72	1
248	72	1
249	72	1
250	72	1
251	72	1
252	72	1
253	72	1
192	73	1
193	73	1
194	73	1
195	73	1
196	73	1
197	73	1
198	73	1
199	73	1
200	73	1
201	73	1
202	73	1
203	73	1
204	73	1
205	73	1
206	73	1
207	73	1
254	73	1
255	73	1
256	73	1
257	73	1
258	73	1
259	73	1
260	73	1
188	74	1
189	74	1
190	74	1
191	74	1
261	74	1
262	74	1
263	74	1
264	74	1
265	74	1
266	74	1
267	74	1
268	74	1
186	75	1
187	75	1
269	75	1
270	75	1
271	75	1
272	75	1
273	75	1
274	75	1
275	75	1
183	76	1
184	76	1
185	76	1
276	76	1
277	76	1
278	76	1
279	76	1
280	76	1
281	76	1
181	77	1
182	77	1
282	77	1
283	77	1
284	77	1
179	78	1
180	78	1
285	78	1
286	78	1
177	79	1
178	79	1
287	79	1
288	79	1
289	79	1
290	79	1
176	80	1
291	80	1
292	80	1
293	80	1
294	80	1
295	80	1
296	80	1
297	80	1
173	81	1
174	81	1
175	81	1
298	81	1
299	81	1
300	81	1
301	81	1
172	82	1
302	82	1
171	83	1
303	83	1
306	83	1
171	84	1
304	84	1
305	84	1
307	84	1
308	84	1
309	84	1
171	85	1
310	85	1
171	86	1
311	86	1
312	86	1
313	86	1
314	86	1
171	87	1
315	87	1
171	88	1
316	88	1
317	88	1
172	89	1
318	89	1
172	90	1
319	90	1
320	90	1
173	91	1
321	91	1
174	92	1
322	92	1
323	92	1
324	92	1
175	93	1
325	93	1
176	94	1
326	94	1
327	94	1
328	94	1
176	95	1
329	95	1
177	96	1
330	96	1
331	96	1
178	97	1
332	97	1
178	98	1
333	98	1
334	98	1
179	99	1
335	99	1
180	100	1
336	100	1
337	100	1
338	100	1
181	101	1
339	101	1
340	101	1
182	102	1
183	102	1
184	102	1
341	102	1
342	102	1
343	102	1
185	103	1
344	103	1
345	103	1
185	104	1
346	104	1
347	104	1
348	104	1
186	105	1
349	105	1
187	106	1
350	106	1
351	106	1
352	106	1
188	107	1
353	107	1
188	108	1
354	108	1
355	108	1
356	108	1
189	109	1
357	109	1
189	110	1
358	110	1
359	110	1
190	111	1
360	111	1
361	111	1
191	112	1
