blob, ecd, class, max.intrusion, pct.concavity, circularity, aspect.ratio, mean.gray
0, 0.75257, s, 0.00661, 1.25633, 0.90167, 1.00000, 0.00000
1, 0.92953, a, 0.03823, 2.09809, 0.83695, 1.40959, 0.00000
2, 1.03848, a, 0.15819, 7.71402, 0.67108, 1.91824, 0.00000
0, 0.75257, s, 0.00661, 1.25633, 0.90167, 1.00000, 0.00000
1, 0.92953, a, 0.03823, 2.09809, 0.83695, 1.40959, 0.00000
2, 1.03848, a, 0.15819, 7.71402, 0.67108, 1.91824, 0.00000
