ev,mu,s
2.844239E+03,2.033720E-08,6.913591E-10
2.849121E+03,2.001508E-08,6.851091E-10
2.854004E+03,2.081269E-08,6.983158E-10
2.858887E+03,1.996329E-08,6.835846E-10
2.863770E+03,2.024273E-08,6.884632E-10
2.868653E+03,2.029833E-08,6.902387E-10
2.873535E+03,2.000644E-08,6.846185E-10
2.878418E+03,1.992092E-08,6.835623E-10
2.883301E+03,2.009160E-08,6.860089E-10
2.888184E+03,2.064847E-08,6.964719E-10
2.893067E+03,1.993246E-08,6.843978E-10
2.897950E+03,2.001862E-08,6.851101E-10
2.902832E+03,2.056454E-08,6.947113E-10
2.907715E+03,1.999817E-08,6.852677E-10
2.912598E+03,2.017634E-08,6.877200E-10
2.917481E+03,1.998638E-08,6.852312E-10
2.922364E+03,1.986806E-08,6.826925E-10
2.927246E+03,1.958131E-08,6.778547E-10
2.932129E+03,1.993409E-08,6.838290E-10
2.937012E+03,2.011408E-08,6.867834E-10
2.941895E+03,1.981472E-08,6.809670E-10
2.946778E+03,1.995636E-08,6.844360E-10
2.951660E+03,2.010774E-08,6.866063E-10
2.956543E+03,1.967927E-08,6.787081E-10
2.961426E+03,1.964506E-08,6.785054E-10
2.966309E+03,1.979406E-08,6.809127E-10
2.971192E+03,2.004406E-08,6.855190E-10
2.976075E+03,1.975111E-08,6.801602E-10
2.980957E+03,1.957574E-08,6.769952E-10
2.985840E+03,1.933327E-08,6.722196E-10
2.990723E+03,1.951277E-08,6.763819E-10
2.995606E+03,2.005233E-08,6.848699E-10
3.000489E+03,1.975887E-08,6.810673E-10
3.005371E+03,1.966382E-08,6.790262E-10
3.010254E+03,1.976489E-08,6.813089E-10
3.015137E+03,1.946713E-08,6.751585E-10
3.020020E+03,1.953514E-08,6.775243E-10
3.024903E+03,1.975515E-08,6.803130E-10
3.029785E+03,1.941120E-08,6.751565E-10
3.034668E+03,1.902688E-08,6.674221E-10
3.039551E+03,1.983212E-08,6.820358E-10
3.044434E+03,1.923608E-08,6.712125E-10
3.049317E+03,1.925336E-08,6.718984E-10
3.054200E+03,1.915874E-08,6.701131E-10
3.059082E+03,1.908892E-08,6.687618E-10
3.063965E+03,1.977020E-08,6.807415E-10
3.068848E+03,1.895161E-08,6.676641E-10
3.073731E+03,1.917923E-08,6.702437E-10
3.078614E+03,1.913289E-08,6.701833E-10
3.083496E+03,1.896853E-08,6.673922E-10
3.088379E+03,1.926214E-08,6.716978E-10
3.093262E+03,1.915125E-08,6.707006E-10
3.098145E+03,1.916856E-08,6.708947E-10
3.103028E+03,1.913566E-08,6.702317E-10
3.107910E+03,1.934836E-08,6.743387E-10
3.112793E+03,1.934849E-08,6.739204E-10
3.117676E+03,1.907948E-08,6.690548E-10
3.122559E+03,1.893649E-08,6.669320E-10
3.127442E+03,1.922696E-08,6.715953E-10
3.132325E+03,1.898774E-08,6.672337E-10
3.137207E+03,1.914180E-08,6.705549E-10
3.142090E+03,1.867278E-08,6.621954E-10
3.146973E+03,1.881976E-08,6.646791E-10
3.151856E+03,1.853715E-08,6.605776E-10
3.156739E+03,1.857149E-08,6.595109E-10
3.161621E+03,1.891305E-08,6.663247E-10
3.166504E+03,1.889031E-08,6.661267E-10
3.171387E+03,1.872015E-08,6.634393E-10
3.176270E+03,1.854669E-08,6.608598E-10
3.181153E+03,1.822321E-08,6.535724E-10
3.186035E+03,1.859823E-08,6.604569E-10
3.190918E+03,1.841491E-08,6.566891E-10
3.195801E+03,1.891702E-08,6.656432E-10
3.200684E+03,1.888005E-08,6.667847E-10
3.205567E+03,1.858883E-08,6.606087E-10
3.210450E+03,1.890967E-08,6.670471E-10
3.215332E+03,1.808411E-08,6.505657E-10
3.220215E+03,1.844445E-08,6.589599E-10
3.225098E+03,1.825025E-08,6.546556E-10
3.229981E+03,1.825938E-08,6.541743E-10
3.234864E+03,1.861779E-08,6.605198E-10
3.239746E+03,1.814036E-08,6.527202E-10
3.244629E+03,1.874239E-08,6.629351E-10
3.249512E+03,1.822478E-08,6.542889E-10
3.254395E+03,1.801700E-08,6.494021E-10
3.259278E+03,1.809486E-08,6.509650E-10
3.264160E+03,1.838150E-08,6.571819E-10
3.269043E+03,1.817145E-08,6.530564E-10
3.273926E+03,1.810440E-08,6.514296E-10
3.278809E+03,1.825864E-08,6.539959E-10
3.283692E+03,1.818991E-08,6.540238E-10
3.288575E+03,1.825433E-08,6.546393E-10
3.293457E+03,1.793525E-08,6.486723E-10
3.298340E+03,1.791310E-08,6.487803E-10
3.303223E+03,1.807437E-08,6.514479E-10
3.308106E+03,1.801529E-08,6.499764E-10
3.312989E+03,1.768951E-08,6.442393E-10
3.317871E+03,1.775485E-08,6.461090E-10
3.322754E+03,1.794573E-08,6.493856E-10
3.327637E+03,1.801518E-08,6.504374E-10
3.332520E+03,1.805238E-08,6.513475E-10
3.337403E+03,1.805725E-08,6.506216E-10
3.342285E+03,1.788192E-08,6.478224E-10
3.347168E+03,1.816067E-08,6.524185E-10
3.352051E+03,1.786621E-08,6.477102E-10
3.356934E+03,1.787882E-08,6.487347E-10
3.361817E+03,1.797210E-08,6.499396E-10
3.366700E+03,1.785887E-08,6.474765E-10
3.371582E+03,1.799026E-08,6.497462E-10
3.376465E+03,1.755289E-08,6.418899E-10
3.381348E+03,1.760590E-08,6.426946E-10
3.386231E+03,1.776864E-08,6.466118E-10
3.391114E+03,1.794182E-08,6.494364E-10
3.395996E+03,1.740481E-08,6.386982E-10
3.400879E+03,1.757095E-08,6.426831E-10
3.405762E+03,1.768055E-08,6.437776E-10
3.410645E+03,1.769248E-08,6.448076E-10
3.415528E+03,1.780745E-08,6.465872E-10
3.420410E+03,1.755184E-08,6.423460E-10
3.425293E+03,1.779199E-08,6.464025E-10
3.430176E+03,1.725596E-08,6.360324E-10
3.435059E+03,1.742599E-08,6.395488E-10
3.439942E+03,1.759588E-08,6.435974E-10
3.444825E+03,1.727022E-08,6.362872E-10
3.449707E+03,1.747288E-08,6.405419E-10
3.454590E+03,1.774140E-08,6.459318E-10
3.459473E+03,1.704382E-08,6.323347E-10
3.464356E+03,1.740978E-08,6.389856E-10
3.469239E+03,1.725227E-08,6.367356E-10
3.474121E+03,1.739045E-08,6.390399E-10
3.479004E+03,1.703766E-08,6.323311E-10
3.483887E+03,1.722609E-08,6.362032E-10
3.488770E+03,1.711456E-08,6.344462E-10
3.493653E+03,1.705076E-08,6.332486E-10
3.498536E+03,1.749007E-08,6.408154E-10
3.503418E+03,1.708430E-08,6.335009E-10
3.508301E+03,1.711088E-08,6.345037E-10
3.513184E+03,1.688366E-08,6.299942E-10
3.518067E+03,1.712643E-08,6.343811E-10
3.522950E+03,1.690007E-08,6.305426E-10
3.527832E+03,1.737978E-08,6.388926E-10
3.532715E+03,1.672507E-08,6.264808E-10
3.537598E+03,1.698275E-08,6.308087E-10
3.542481E+03,1.682476E-08,6.280080E-10
3.547364E+03,1.659922E-08,6.240943E-10
3.552246E+03,1.680153E-08,6.280234E-10
3.557129E+03,1.675571E-08,6.273919E-10
3.562012E+03,1.671437E-08,6.266228E-10
3.566895E+03,1.724472E-08,6.366415E-10
3.571778E+03,1.684361E-08,6.289887E-10
3.576661E+03,1.672261E-08,6.267418E-10
3.581543E+03,1.715154E-08,6.344166E-10
3.586426E+03,1.698653E-08,6.323087E-10
3.591309E+03,1.694690E-08,6.305809E-10
3.596192E+03,1.670798E-08,6.258521E-10
3.601075E+03,1.682376E-08,6.282379E-10
3.605957E+03,1.663036E-08,6.244302E-10
3.610840E+03,1.636667E-08,6.203775E-10
3.615723E+03,1.699605E-08,6.319196E-10
3.620606E+03,1.648556E-08,6.227697E-10
3.625489E+03,1.624770E-08,6.175505E-10
3.630371E+03,1.641650E-08,6.222417E-10
3.635254E+03,1.641043E-08,6.214032E-10
3.640137E+03,1.671470E-08,6.275589E-10
3.645020E+03,1.629774E-08,6.186996E-10
3.649903E+03,1.651768E-08,6.236841E-10
3.654786E+03,1.675836E-08,6.275280E-10
3.659668E+03,1.626528E-08,6.182207E-10
3.664551E+03,1.620047E-08,6.173435E-10
3.669434E+03,1.679504E-08,6.275596E-10
3.674317E+03,1.662804E-08,6.250473E-10
3.679200E+03,1.634128E-08,6.199226E-10
3.684082E+03,1.658986E-08,6.243948E-10
3.688965E+03,1.622810E-08,6.179353E-10
3.693848E+03,1.585860E-08,6.097359E-10
3.698731E+03,1.619936E-08,6.160062E-10
3.703614E+03,1.609869E-08,6.149188E-10
3.708496E+03,1.614183E-08,6.157486E-10
3.713379E+03,1.580927E-08,6.091136E-10
3.718262E+03,1.613480E-08,6.159352E-10
3.723145E+03,1.592289E-08,6.119320E-10
3.728028E+03,1.580241E-08,6.096616E-10
3.732911E+03,1.617730E-08,6.168781E-10
3.737793E+03,1.585878E-08,6.103491E-10
3.742676E+03,1.575270E-08,6.077488E-10
3.747559E+03,1.608852E-08,6.154927E-10
3.752442E+03,1.604315E-08,6.144452E-10
3.757325E+03,1.556218E-08,6.049513E-10
3.762207E+03,1.601266E-08,6.133319E-10
3.767090E+03,1.607076E-08,6.144942E-10
3.771973E+03,1.592119E-08,6.109545E-10
3.776856E+03,1.644040E-08,6.221278E-10
3.781739E+03,1.598248E-08,6.137870E-10
3.786621E+03,1.602983E-08,6.143238E-10
3.791504E+03,1.542368E-08,6.025694E-10
3.796387E+03,1.571247E-08,6.077334E-10
3.801270E+03,1.581228E-08,6.089949E-10
3.806153E+03,1.584393E-08,6.101330E-10
3.811036E+03,1.552944E-08,6.043173E-10
3.815918E+03,1.599215E-08,6.129191E-10
3.820801E+03,1.551198E-08,6.043260E-10
3.825684E+03,1.573602E-08,6.079333E-10
3.830567E+03,1.577920E-08,6.089715E-10
3.835450E+03,1.566656E-08,6.065791E-10
3.840332E+03,1.568503E-08,6.064281E-10
3.845215E+03,1.552643E-08,6.043410E-10
3.850098E+03,1.539729E-08,6.008218E-10
3.854981E+03,1.574240E-08,6.085232E-10
3.859864E+03,1.560582E-08,6.057901E-10
3.864746E+03,1.511455E-08,5.951111E-10
3.869629E+03,1.539632E-08,6.012259E-10
3.874512E+03,1.561990E-08,6.067674E-10
3.879395E+03,1.570477E-08,6.076039E-10
3.884278E+03,1.559659E-08,6.052580E-10
3.889161E+03,1.524650E-08,5.982761E-10
3.894043E+03,1.546040E-08,6.026694E-10
3.898926E+03,1.546627E-08,6.033653E-10
3.903809E+03,1.509550E-08,5.954512E-10
3.908692E+03,1.516095E-08,5.973286E-10
3.913575E+03,1.554565E-08,6.042995E-10
3.918457E+03,1.517386E-08,5.983616E-10
3.923340E+03,1.495963E-08,5.933841E-10
3.928223E+03,1.530576E-08,5.992913E-10
3.933106E+03,1.514867E-08,5.969325E-10
3.937989E+03,1.533930E-08,6.008606E-10
3.942871E+03,1.492230E-08,5.916384E-10
3.947754E+03,1.525754E-08,5.996469E-10
3.952637E+03,1.507821E-08,5.959904E-10
3.957520E+03,1.513014E-08,5.952113E-10
3.962403E+03,1.489947E-08,5.923582E-10
3.967286E+03,1.484496E-08,5.904110E-10
3.972168E+03,1.487265E-08,5.911284E-10
3.977051E+03,1.482226E-08,5.903544E-10
3.981934E+03,1.484664E-08,5.906586E-10
3.986817E+03,1.511922E-08,5.963148E-10
3.991700E+03,1.479003E-08,5.894118E-10
3.996582E+03,1.490348E-08,5.918561E-10
4.001465E+03,1.499010E-08,5.936070E-10
4.006348E+03,1.491892E-08,5.924197E-10
4.011231E+03,1.487302E-08,5.916004E-10
4.016114E+03,1.517645E-08,5.967561E-10
4.020996E+03,1.499810E-08,5.931019E-10
4.025879E+03,1.489574E-08,5.913927E-10
4.030762E+03,1.475921E-08,5.889828E-10
4.035645E+03,1.500820E-08,5.949610E-10
4.040528E+03,1.493541E-08,5.929186E-10
4.045411E+03,1.456065E-08,5.848670E-10
4.050293E+03,1.456840E-08,5.856716E-10
4.055176E+03,1.466096E-08,5.878725E-10
4.060059E+03,1.436453E-08,5.805886E-10
4.064942E+03,1.465824E-08,5.881218E-10
4.069825E+03,1.455099E-08,5.841285E-10
4.074707E+03,1.460929E-08,5.856823E-10
4.079590E+03,1.480906E-08,5.904468E-10
4.084473E+03,1.440956E-08,5.827687E-10
4.089356E+03,1.461527E-08,5.861841E-10
4.094239E+03,1.456895E-08,5.853140E-10
4.099122E+03,1.433985E-08,5.809979E-10
4.104004E+03,1.415122E-08,5.767513E-10
4.108887E+03,1.421901E-08,5.779900E-10
4.113770E+03,1.419608E-08,5.778257E-10
4.118653E+03,1.442470E-08,5.823394E-10
4.123536E+03,1.470381E-08,5.884421E-10
4.128418E+03,1.473950E-08,5.898946E-10
4.133301E+03,1.422025E-08,5.777597E-10
4.138184E+03,1.408912E-08,5.759961E-10
4.143067E+03,1.444028E-08,5.820759E-10
4.147950E+03,1.447208E-08,5.843279E-10
4.152832E+03,1.411938E-08,5.758807E-10
4.157715E+03,1.400373E-08,5.730712E-10
4.162598E+03,1.428816E-08,5.797918E-10
4.167481E+03,1.372091E-08,5.674758E-10
4.172364E+03,1.410855E-08,5.757177E-10
4.177247E+03,1.419439E-08,5.772319E-10
4.182129E+03,1.398760E-08,5.729015E-10
4.187012E+03,1.399700E-08,5.741487E-10
4.191895E+03,1.404727E-08,5.729135E-10
4.196778E+03,1.396166E-08,5.725579E-10
4.201661E+03,1.373460E-08,5.687511E-10
4.206543E+03,1.388088E-08,5.716235E-10
4.211426E+03,1.405005E-08,5.756623E-10
4.216309E+03,1.417162E-08,5.773747E-10
4.221192E+03,1.383842E-08,5.716703E-10
4.226075E+03,1.375661E-08,5.676061E-10
4.230957E+03,1.361864E-08,5.658459E-10
4.235840E+03,1.377800E-08,5.686400E-10
4.240723E+03,1.386376E-08,5.705659E-10
4.245606E+03,1.388368E-08,5.711018E-10
4.250489E+03,1.400569E-08,5.738606E-10
4.255372E+03,1.383662E-08,5.706406E-10
4.260254E+03,1.400909E-08,5.737069E-10
4.265137E+03,1.380647E-08,5.694706E-10
4.270020E+03,1.402556E-08,5.750247E-10
4.274903E+03,1.356197E-08,5.652554E-10
4.279786E+03,1.382843E-08,5.698598E-10
4.284668E+03,1.354082E-08,5.646728E-10
4.289551E+03,1.399097E-08,5.736535E-10
4.294434E+03,1.392234E-08,5.724543E-10
4.299317E+03,1.340393E-08,5.613554E-10
4.304200E+03,1.375791E-08,5.684421E-10
4.309082E+03,1.344085E-08,5.621745E-10
4.313965E+03,1.396926E-08,5.736295E-10
4.318848E+03,1.363975E-08,5.668941E-10
4.323731E+03,1.360966E-08,5.656991E-10
4.328614E+03,1.352124E-08,5.633730E-10
4.333497E+03,1.341010E-08,5.614629E-10
4.338379E+03,1.367324E-08,5.665271E-10
4.343262E+03,1.358149E-08,5.650260E-10
4.348145E+03,1.335425E-08,5.611305E-10
4.353028E+03,1.373783E-08,5.678355E-10
4.357911E+03,1.325118E-08,5.584831E-10
4.362793E+03,1.332658E-08,5.604064E-10
4.367676E+03,1.358325E-08,5.653130E-10
4.372559E+03,1.310608E-08,5.559296E-10
4.377442E+03,1.297124E-08,5.521243E-10
4.382325E+03,1.323847E-08,5.577668E-10
4.387207E+03,1.327677E-08,5.588322E-10
4.392090E+03,1.341594E-08,5.607454E-10
4.396973E+03,1.320058E-08,5.574812E-10
4.401856E+03,1.297313E-08,5.524681E-10
4.406739E+03,1.316043E-08,5.553729E-10
4.411622E+03,1.316351E-08,5.571475E-10
4.416504E+03,1.342404E-08,5.613808E-10
4.421387E+03,1.357435E-08,5.648291E-10
4.426270E+03,1.351275E-08,5.629743E-10
4.431153E+03,1.295241E-08,5.512583E-10
4.436036E+03,1.301739E-08,5.538243E-10
4.440918E+03,1.326407E-08,5.587804E-10
4.445801E+03,1.291412E-08,5.505357E-10
4.450684E+03,1.324669E-08,5.584631E-10
4.455567E+03,1.324152E-08,5.577438E-10
4.460450E+03,1.314453E-08,5.566511E-10
4.465332E+03,1.287572E-08,5.500405E-10
4.470215E+03,1.313674E-08,5.558221E-10
4.475098E+03,1.274033E-08,5.461110E-10
4.479981E+03,1.302450E-08,5.533167E-10
4.484864E+03,1.316191E-08,5.566910E-10
4.489747E+03,1.269409E-08,5.464712E-10
4.494629E+03,1.270188E-08,5.471670E-10
4.499512E+03,1.283520E-08,5.490731E-10
4.504395E+03,1.315479E-08,5.564889E-10
4.509278E+03,1.290338E-08,5.509479E-10
4.514161E+03,1.279185E-08,5.486004E-10
4.519043E+03,1.320604E-08,5.568913E-10
4.523926E+03,1.236235E-08,5.397454E-10
4.528809E+03,1.251219E-08,5.421491E-10
4.533692E+03,1.301404E-08,5.539658E-10
4.538575E+03,1.297162E-08,5.514234E-10
4.543457E+03,1.247798E-08,5.422084E-10
4.548340E+03,1.270451E-08,5.457391E-10
4.553223E+03,1.250321E-08,5.420678E-10
4.558106E+03,1.239861E-08,5.393701E-10
4.562989E+03,1.285026E-08,5.501461E-10
4.567872E+03,1.292476E-08,5.512355E-10
4.572754E+03,1.258212E-08,5.435493E-10
4.577637E+03,1.247262E-08,5.420060E-10
4.582520E+03,1.227184E-08,5.364975E-10
4.587403E+03,1.237858E-08,5.395081E-10
4.592286E+03,1.266087E-08,5.466010E-10
4.597168E+03,1.262443E-08,5.445644E-10
4.602051E+03,1.255556E-08,5.430616E-10
4.606934E+03,1.239929E-08,5.401654E-10
4.611817E+03,1.263303E-08,5.449590E-10
4.616700E+03,1.254280E-08,5.439310E-10
4.621582E+03,1.245372E-08,5.416594E-10
4.626465E+03,1.240632E-08,5.400601E-10
4.631348E+03,1.292789E-08,5.515490E-10
4.636231E+03,1.275110E-08,5.475181E-10
4.641114E+03,1.231522E-08,5.384022E-10
4.645997E+03,1.225128E-08,5.379741E-10
4.650879E+03,1.233622E-08,5.382860E-10
4.655762E+03,1.223817E-08,5.368938E-10
4.660645E+03,1.218629E-08,5.353321E-10
4.665528E+03,1.234295E-08,5.385902E-10
4.670411E+03,1.224860E-08,5.366235E-10
4.675293E+03,1.251592E-08,5.432740E-10
4.680176E+03,1.214202E-08,5.340376E-10
4.685059E+03,1.252658E-08,5.432416E-10
4.689942E+03,1.195058E-08,5.293354E-10
4.694825E+03,1.197463E-08,5.314402E-10
4.699708E+03,1.206896E-08,5.325790E-10
4.704590E+03,1.229919E-08,5.378801E-10
4.709473E+03,1.237272E-08,5.392023E-10
4.714356E+03,1.240782E-08,5.408704E-10
4.719239E+03,1.201937E-08,5.328776E-10
4.724122E+03,1.196719E-08,5.302468E-10
4.729004E+03,1.241991E-08,5.402939E-10
4.733887E+03,1.229664E-08,5.368780E-10
4.738770E+03,1.190237E-08,5.288517E-10
4.743653E+03,1.240918E-08,5.407557E-10
4.748536E+03,1.202620E-08,5.326224E-10
4.753418E+03,1.197579E-08,5.304333E-10
4.758301E+03,1.202130E-08,5.314863E-10
4.763184E+03,1.205355E-08,5.334164E-10
4.768067E+03,1.219391E-08,5.360785E-10
4.772950E+03,1.197942E-08,5.309724E-10
4.777833E+03,1.193762E-08,5.300354E-10
4.782715E+03,1.167867E-08,5.235099E-10
4.787598E+03,1.179081E-08,5.267697E-10
4.792481E+03,1.183495E-08,5.273546E-10
4.797364E+03,1.183846E-08,5.270591E-10
4.802247E+03,1.176436E-08,5.264014E-10
4.807129E+03,1.174481E-08,5.251944E-10
4.812012E+03,1.211956E-08,5.338874E-10
4.816895E+03,1.181659E-08,5.271799E-10
4.821778E+03,1.172072E-08,5.254358E-10
4.826661E+03,1.150036E-08,5.200197E-10
4.831543E+03,1.201654E-08,5.322477E-10
4.836426E+03,1.200766E-08,5.312670E-10
4.841309E+03,1.170719E-08,5.246148E-10
4.846192E+03,1.191001E-08,5.299785E-10
4.851075E+03,1.181251E-08,5.264222E-10
4.855958E+03,1.173229E-08,5.256666E-10
4.860840E+03,1.186954E-08,5.294372E-10
4.865723E+03,1.168012E-08,5.241943E-10
4.870606E+03,1.145727E-08,5.186387E-10
4.875489E+03,1.148142E-08,5.201673E-10
4.880372E+03,1.194865E-08,5.305136E-10
4.885254E+03,1.170809E-08,5.248434E-10
4.890137E+03,1.152436E-08,5.208850E-10
4.895020E+03,1.167654E-08,5.248823E-10
4.899903E+03,1.156542E-08,5.217110E-10
4.904786E+03,1.131339E-08,5.158202E-10
4.909668E+03,1.120188E-08,5.133467E-10
4.914551E+03,1.132178E-08,5.157023E-10
4.919434E+03,1.140140E-08,5.175189E-10
4.924317E+03,1.117754E-08,5.125939E-10
4.929200E+03,1.154527E-08,5.216062E-10
4.934083E+03,1.129231E-08,5.162632E-10
4.938965E+03,1.158100E-08,5.213369E-10
4.943848E+03,1.159139E-08,5.239255E-10
4.948731E+03,1.135207E-08,5.170537E-10
4.953614E+03,1.148118E-08,5.194472E-10
4.958497E+03,1.107284E-08,5.099865E-10
4.963379E+03,1.142017E-08,5.189169E-10
4.968262E+03,1.141215E-08,5.179088E-10
4.973145E+03,1.107755E-08,5.112427E-10
4.978028E+03,1.143842E-08,5.193365E-10
4.982911E+03,1.112033E-08,5.123506E-10
4.987793E+03,1.130285E-08,5.162323E-10
4.992676E+03,1.132400E-08,5.160585E-10
4.997559E+03,1.118251E-08,5.129521E-10
5.002442E+03,1.136045E-08,5.158370E-10
5.007325E+03,1.124072E-08,5.138273E-10
5.012208E+03,1.119542E-08,5.141546E-10
5.017090E+03,1.107781E-08,5.108454E-10
5.021973E+03,1.117120E-08,5.136544E-10
5.026856E+03,1.098913E-08,5.087815E-10
5.031739E+03,1.082894E-08,5.047457E-10
5.036622E+03,1.124285E-08,5.148636E-10
5.041504E+03,1.084770E-08,5.054011E-10
5.046387E+03,1.133187E-08,5.168546E-10
5.051270E+03,1.116584E-08,5.134407E-10
5.056153E+03,1.129640E-08,5.156338E-10
5.061036E+03,1.103776E-08,5.092186E-10
5.065918E+03,1.083497E-08,5.053462E-10
5.070801E+03,1.110361E-08,5.117664E-10
5.075684E+03,1.105495E-08,5.098347E-10
5.080567E+03,1.079948E-08,5.042745E-10
5.085450E+03,1.070158E-08,5.017350E-10
5.090333E+03,1.067289E-08,5.009659E-10
5.095215E+03,1.098424E-08,5.087089E-10
5.100098E+03,1.063477E-08,4.997836E-10
5.104981E+03,1.066470E-08,5.012903E-10
5.109864E+03,1.078161E-08,5.048561E-10
5.114747E+03,1.058418E-08,4.990581E-10
5.119629E+03,1.093929E-08,5.063850E-10
5.124512E+03,1.095224E-08,5.075685E-10
5.129395E+03,1.061888E-08,5.004987E-10
5.134278E+03,1.087075E-08,5.057296E-10
5.139161E+03,1.064786E-08,5.005512E-10
5.144043E+03,1.061212E-08,4.996970E-10
5.148926E+03,1.048741E-08,4.967403E-10
5.153809E+03,1.074144E-08,5.032288E-10
5.158692E+03,1.066878E-08,5.016939E-10
5.163575E+03,1.062511E-08,4.991517E-10
5.168458E+03,1.089713E-08,5.069437E-10
5.173340E+03,1.061247E-08,5.000160E-10
5.178223E+03,1.095225E-08,5.080701E-10
5.183106E+03,1.085504E-08,5.053561E-10
5.187989E+03,1.047010E-08,4.963611E-10
5.192872E+03,1.037381E-08,4.945760E-10
5.197754E+03,1.058254E-08,4.989624E-10
5.202637E+03,1.065782E-08,5.008567E-10
5.207520E+03,1.046620E-08,4.966774E-10
5.212403E+03,1.049756E-08,4.969739E-10
5.217286E+03,1.018803E-08,4.900252E-10
5.222168E+03,1.057902E-08,4.987640E-10
5.227051E+03,1.068204E-08,5.007455E-10
5.231934E+03,1.059766E-08,4.995627E-10
5.236817E+03,1.049899E-08,4.974968E-10
5.241700E+03,1.033433E-08,4.927882E-10
5.246583E+03,1.049717E-08,4.966099E-10
5.251465E+03,1.054823E-08,4.978806E-10
5.256348E+03,1.033357E-08,4.934869E-10
5.261231E+03,1.055743E-08,4.991116E-10
5.266114E+03,1.068529E-08,5.019717E-10
5.270997E+03,1.033511E-08,4.924881E-10
5.275879E+03,1.024508E-08,4.917931E-10
5.280762E+03,1.034996E-08,4.929913E-10
5.285645E+03,1.047714E-08,4.967597E-10
5.290528E+03,1.022840E-08,4.913848E-10
5.295411E+03,1.037536E-08,4.940952E-10
5.300293E+03,1.029343E-08,4.922581E-10
5.305176E+03,1.022104E-08,4.901564E-10
5.310059E+03,1.031961E-08,4.929462E-10
5.314942E+03,1.021910E-08,4.909099E-10
5.319825E+03,1.026246E-08,4.918383E-10
5.324708E+03,1.026629E-08,4.922267E-10
5.329590E+03,1.028198E-08,4.916928E-10
5.334473E+03,1.026422E-08,4.916799E-10
5.339356E+03,1.036551E-08,4.934134E-10
5.344239E+03,9.972868E-09,4.838334E-10
5.349122E+03,1.028492E-08,4.920014E-10
5.354004E+03,1.002178E-08,4.849254E-10
5.358887E+03,1.020679E-08,4.905820E-10
5.363770E+03,9.959858E-09,4.833429E-10
5.368653E+03,1.008451E-08,4.877681E-10
5.373536E+03,1.040206E-08,4.960377E-10
5.378419E+03,1.006906E-08,4.883685E-10
5.383301E+03,9.729363E-09,4.781513E-10
5.388184E+03,1.002532E-08,4.861785E-10
5.393067E+03,1.042011E-08,4.959208E-10
5.397950E+03,9.976201E-09,4.846402E-10
5.402833E+03,9.995942E-09,4.858719E-10
5.407715E+03,9.791988E-09,4.797889E-10
5.412598E+03,9.688063E-09,4.791910E-10
5.417481E+03,1.016458E-08,4.885583E-10
5.422364E+03,9.925496E-09,4.836250E-10
5.427247E+03,9.877931E-09,4.814647E-10
5.432129E+03,1.020612E-08,4.906273E-10
5.437012E+03,9.969755E-09,4.845287E-10
5.441895E+03,9.824494E-09,4.804594E-10
5.446778E+03,9.789032E-09,4.802477E-10
5.451661E+03,1.008782E-08,4.875244E-10
5.456544E+03,1.015756E-08,4.891957E-10
5.461426E+03,9.958121E-09,4.845567E-10
5.466309E+03,1.002778E-08,4.866989E-10
5.471192E+03,9.974252E-09,4.848771E-10
5.476075E+03,9.937417E-09,4.843501E-10
5.480958E+03,9.949330E-09,4.843090E-10
5.485840E+03,9.752918E-09,4.787351E-10
5.490723E+03,9.562352E-09,4.745560E-10
5.495606E+03,9.787103E-09,4.797119E-10
5.500489E+03,9.772854E-09,4.801467E-10
5.505372E+03,9.860045E-09,4.814245E-10
5.510254E+03,9.735243E-09,4.795597E-10
5.515137E+03,9.762890E-09,4.797070E-10
5.520020E+03,9.516374E-09,4.737606E-10
5.524903E+03,9.721551E-09,4.780466E-10
5.529786E+03,9.882141E-09,4.832084E-10
5.534669E+03,9.634451E-09,4.776011E-10
5.539551E+03,9.912336E-09,4.838213E-10
5.544434E+03,9.554271E-09,4.747560E-10
5.549317E+03,9.743427E-09,4.784462E-10
5.554200E+03,9.830560E-09,4.812553E-10
5.559083E+03,9.843755E-09,4.811420E-10
5.563965E+03,9.515007E-09,4.737690E-10
5.568848E+03,9.718345E-09,4.781537E-10
5.573731E+03,9.698114E-09,4.777323E-10
5.578614E+03,9.567431E-09,4.745560E-10
5.583497E+03,9.578956E-09,4.750364E-10
5.588379E+03,9.450847E-09,4.717431E-10
5.593262E+03,9.458161E-09,4.722719E-10
5.598145E+03,9.585013E-09,4.750615E-10
5.603028E+03,9.390964E-09,4.708487E-10
5.607911E+03,9.531483E-09,4.733175E-10
5.612794E+03,9.544568E-09,4.734677E-10
5.617676E+03,9.433425E-09,4.710697E-10
5.622559E+03,9.540274E-09,4.735710E-10
5.627442E+03,9.566175E-09,4.742995E-10
5.632325E+03,9.423192E-09,4.711759E-10
5.637208E+03,9.608855E-09,4.765366E-10
5.642090E+03,9.220308E-09,4.660381E-10
5.646973E+03,9.295537E-09,4.691359E-10
5.651856E+03,9.619206E-09,4.764589E-10
5.656739E+03,9.421512E-09,4.709888E-10
5.661622E+03,9.564124E-09,4.757087E-10
5.666504E+03,9.562286E-09,4.755807E-10
5.671387E+03,9.265444E-09,4.676911E-10
5.676270E+03,9.334304E-09,4.685966E-10
5.681153E+03,9.080852E-09,4.634971E-10
5.686036E+03,9.517335E-09,4.729546E-10
