ev,mu,s
1.364746E+03,1.904898E-08,6.659224E-10
1.369629E+03,1.827383E-08,6.522231E-10
1.374512E+03,1.926508E-08,6.700107E-10
1.379395E+03,1.897952E-08,6.650357E-10
1.384277E+03,1.977878E-08,6.792106E-10
1.389160E+03,1.946107E-08,6.726281E-10
1.394043E+03,1.960939E-08,6.763900E-10
1.398926E+03,1.932586E-08,6.707843E-10
1.403809E+03,1.951650E-08,6.738442E-10
1.408692E+03,1.990881E-08,6.812493E-10
1.413574E+03,1.961094E-08,6.755757E-10
1.418457E+03,1.992360E-08,6.826152E-10
1.423340E+03,1.982368E-08,6.797098E-10
1.428223E+03,1.935418E-08,6.713224E-10
1.433106E+03,1.998315E-08,6.826793E-10
1.437988E+03,1.980717E-08,6.786952E-10
1.442871E+03,1.994613E-08,6.809291E-10
1.447754E+03,2.007256E-08,6.837341E-10
1.452637E+03,2.040841E-08,6.898732E-10
1.457520E+03,2.045042E-08,6.896590E-10
1.462402E+03,2.038108E-08,6.885690E-10
1.467285E+03,2.007984E-08,6.841248E-10
1.472168E+03,2.020382E-08,6.855777E-10
1.477051E+03,2.031643E-08,6.878379E-10
1.481934E+03,2.026357E-08,6.866871E-10
1.486817E+03,2.025235E-08,6.868272E-10
1.491699E+03,2.026965E-08,6.863922E-10
1.496582E+03,2.089319E-08,6.974737E-10
1.501465E+03,2.036304E-08,6.888547E-10
1.506348E+03,2.005350E-08,6.835727E-10
1.511231E+03,2.035016E-08,6.889054E-10
1.516113E+03,2.056350E-08,6.919271E-10
1.520996E+03,2.113038E-08,7.018497E-10
1.525879E+03,2.098658E-08,6.999801E-10
1.530762E+03,2.134454E-08,7.062532E-10
1.535645E+03,2.093004E-08,6.979612E-10
1.540527E+03,2.066619E-08,6.947057E-10
1.545410E+03,2.090967E-08,6.976987E-10
1.550293E+03,2.113855E-08,7.023689E-10
1.555176E+03,2.135970E-08,7.052453E-10
1.560059E+03,2.093464E-08,6.980790E-10
1.564942E+03,2.102072E-08,6.997800E-10
1.569824E+03,2.095121E-08,6.984520E-10
1.574707E+03,2.139967E-08,7.060165E-10
1.579590E+03,2.076854E-08,6.957949E-10
1.584473E+03,2.120543E-08,7.032748E-10
1.589356E+03,2.124535E-08,7.031016E-10
1.594238E+03,2.164772E-08,7.102019E-10
1.599121E+03,2.117403E-08,7.029352E-10
1.604004E+03,2.153121E-08,7.078250E-10
1.608887E+03,2.132263E-08,7.047026E-10
1.613770E+03,2.144568E-08,7.076348E-10
1.618653E+03,2.188093E-08,7.147894E-10
1.623535E+03,2.159827E-08,7.097631E-10
1.628418E+03,2.184493E-08,7.131974E-10
1.633301E+03,2.149344E-08,7.075366E-10
1.638184E+03,2.146246E-08,7.074798E-10
1.643067E+03,2.142949E-08,7.070151E-10
1.647949E+03,2.175920E-08,7.127578E-10
1.652832E+03,2.172056E-08,7.118938E-10
1.657715E+03,2.174710E-08,7.128924E-10
1.662598E+03,2.193386E-08,7.152053E-10
1.667481E+03,2.207687E-08,7.182387E-10
1.672363E+03,2.211131E-08,7.180104E-10
1.677246E+03,2.180567E-08,7.130503E-10
1.682129E+03,2.190054E-08,7.146508E-10
1.687012E+03,2.202224E-08,7.167282E-10
1.691895E+03,2.198589E-08,7.158186E-10
1.696778E+03,2.188914E-08,7.147560E-10
1.701660E+03,2.223247E-08,7.204807E-10
1.706543E+03,2.195497E-08,7.162173E-10
1.711426E+03,2.214655E-08,7.183930E-10
1.716309E+03,2.217160E-08,7.194447E-10
1.721192E+03,2.219540E-08,7.197135E-10
1.726074E+03,2.200115E-08,7.164489E-10
1.730957E+03,2.211640E-08,7.185266E-10
1.735840E+03,2.236493E-08,7.223320E-10
1.740723E+03,2.209002E-08,7.175898E-10
1.745606E+03,2.239729E-08,7.232367E-10
1.750488E+03,2.231061E-08,7.220416E-10
1.755371E+03,2.215462E-08,7.198265E-10
1.760254E+03,2.245288E-08,7.235139E-10
1.765137E+03,2.270731E-08,7.280711E-10
1.770020E+03,2.253666E-08,7.254820E-10
1.774903E+03,2.259694E-08,7.262314E-10
1.779785E+03,2.221332E-08,7.198506E-10
1.784668E+03,2.237937E-08,7.225177E-10
1.789551E+03,2.226733E-08,7.201752E-10
1.794434E+03,2.282907E-08,7.295336E-10
1.799317E+03,2.244549E-08,7.227622E-10
1.804199E+03,2.234398E-08,7.226461E-10
1.809082E+03,2.270616E-08,7.276516E-10
1.813965E+03,2.267734E-08,7.275094E-10
1.818848E+03,2.276810E-08,7.297204E-10
1.823731E+03,2.249042E-08,7.259243E-10
1.828613E+03,2.285127E-08,7.305660E-10
1.833496E+03,2.254068E-08,7.253744E-10
1.838379E+03,2.265817E-08,7.262641E-10
1.843262E+03,2.272293E-08,7.282882E-10
1.848145E+03,2.274887E-08,7.279033E-10
1.853028E+03,2.257471E-08,7.264455E-10
1.857910E+03,2.279487E-08,7.301431E-10
1.862793E+03,2.268642E-08,7.278084E-10
1.867676E+03,2.288936E-08,7.307865E-10
1.872559E+03,2.263678E-08,7.268825E-10
1.877442E+03,2.265551E-08,7.282417E-10
1.882324E+03,2.275063E-08,7.284288E-10
1.887207E+03,2.315463E-08,7.347880E-10
1.892090E+03,2.295797E-08,7.325287E-10
1.896973E+03,2.305570E-08,7.333136E-10
1.901856E+03,2.290077E-08,7.311910E-10
1.906738E+03,2.275496E-08,7.285503E-10
1.911621E+03,2.232794E-08,7.228299E-10
1.916504E+03,2.292816E-08,7.315959E-10
1.921387E+03,2.277123E-08,7.297186E-10
1.926270E+03,2.288780E-08,7.309219E-10
1.931153E+03,2.259928E-08,7.263222E-10
1.936035E+03,2.304065E-08,7.328367E-10
1.940918E+03,2.293487E-08,7.316301E-10
1.945801E+03,2.279758E-08,7.305051E-10
1.950684E+03,2.313111E-08,7.345679E-10
1.955567E+03,2.293400E-08,7.312834E-10
1.960449E+03,2.312515E-08,7.355874E-10
1.965332E+03,2.312724E-08,7.348898E-10
1.970215E+03,2.308132E-08,7.349672E-10
1.975098E+03,2.308613E-08,7.351336E-10
1.979981E+03,2.363538E-08,7.433505E-10
1.984863E+03,2.308541E-08,7.342573E-10
1.989746E+03,2.348681E-08,7.409750E-10
1.994629E+03,2.281885E-08,7.302208E-10
1.999512E+03,2.304043E-08,7.328628E-10
2.004395E+03,2.311628E-08,7.351350E-10
2.009278E+03,2.277149E-08,7.291967E-10
2.014160E+03,2.296617E-08,7.323068E-10
2.019043E+03,2.314176E-08,7.354920E-10
2.023926E+03,2.306108E-08,7.342142E-10
2.028809E+03,2.329744E-08,7.378803E-10
2.033692E+03,2.287913E-08,7.307756E-10
2.038574E+03,2.268719E-08,7.282111E-10
2.043457E+03,2.306025E-08,7.341351E-10
2.048340E+03,2.244878E-08,7.235304E-10
2.053223E+03,2.260024E-08,7.269305E-10
2.058106E+03,2.284654E-08,7.308803E-10
2.062988E+03,2.257429E-08,7.265227E-10
2.067871E+03,2.273191E-08,7.284022E-10
2.072754E+03,2.323450E-08,7.371058E-10
2.077637E+03,2.302670E-08,7.337393E-10
2.082520E+03,2.287894E-08,7.313443E-10
2.087403E+03,2.336460E-08,7.389955E-10
2.092285E+03,2.303611E-08,7.340640E-10
2.097168E+03,2.254576E-08,7.256144E-10
2.102051E+03,2.338410E-08,7.399980E-10
2.106934E+03,2.276357E-08,7.291151E-10
2.111817E+03,2.292387E-08,7.321694E-10
2.116699E+03,2.246255E-08,7.244932E-10
2.121582E+03,2.334212E-08,7.396423E-10
2.126465E+03,2.306470E-08,7.339630E-10
2.131348E+03,2.275969E-08,7.290257E-10
2.136231E+03,2.289067E-08,7.316256E-10
2.141113E+03,2.315117E-08,7.360633E-10
2.145996E+03,2.276404E-08,7.291354E-10
2.150879E+03,2.325108E-08,7.376270E-10
2.155762E+03,2.286028E-08,7.312712E-10
2.160645E+03,2.303986E-08,7.341244E-10
2.165528E+03,2.274989E-08,7.288203E-10
2.170410E+03,2.315034E-08,7.354861E-10
2.175293E+03,2.296955E-08,7.330751E-10
2.180176E+03,2.340444E-08,7.408426E-10
2.185059E+03,2.272545E-08,7.295006E-10
2.189942E+03,2.251246E-08,7.261272E-10
2.194824E+03,2.278215E-08,7.303970E-10
2.199707E+03,2.259338E-08,7.275921E-10
2.204590E+03,2.281757E-08,7.302683E-10
2.209473E+03,2.290184E-08,7.320935E-10
2.214356E+03,2.254551E-08,7.268353E-10
2.219239E+03,2.284848E-08,7.314750E-10
2.224121E+03,2.281020E-08,7.309308E-10
2.229004E+03,2.295358E-08,7.334420E-10
2.233887E+03,2.260273E-08,7.271971E-10
2.238770E+03,2.281814E-08,7.314448E-10
2.243653E+03,2.296363E-08,7.322672E-10
2.248535E+03,2.267069E-08,7.272417E-10
2.253418E+03,2.249914E-08,7.258910E-10
2.258301E+03,2.293612E-08,7.333109E-10
2.263184E+03,2.270105E-08,7.292358E-10
2.268067E+03,2.267042E-08,7.287589E-10
2.272949E+03,2.250221E-08,7.253880E-10
2.277832E+03,2.255498E-08,7.260845E-10
2.282715E+03,2.241274E-08,7.237351E-10
2.287598E+03,2.244479E-08,7.249162E-10
2.292481E+03,2.272050E-08,7.293652E-10
2.297364E+03,2.248834E-08,7.253827E-10
2.302246E+03,2.288771E-08,7.319799E-10
2.307129E+03,2.266590E-08,7.274774E-10
2.312012E+03,2.224280E-08,7.214283E-10
2.316895E+03,2.253585E-08,7.264809E-10
2.321778E+03,2.281721E-08,7.321967E-10
2.326660E+03,2.282437E-08,7.310312E-10
2.331543E+03,2.240340E-08,7.252739E-10
2.336426E+03,2.259129E-08,7.273247E-10
2.341309E+03,2.242670E-08,7.245890E-10
2.346192E+03,2.257853E-08,7.275705E-10
2.351074E+03,2.274131E-08,7.293039E-10
2.355957E+03,2.237798E-08,7.239887E-10
2.360840E+03,2.230326E-08,7.230748E-10
2.365723E+03,2.219521E-08,7.206767E-10
2.370606E+03,2.243998E-08,7.247963E-10
2.375489E+03,2.238684E-08,7.236533E-10
2.380371E+03,2.223936E-08,7.213769E-10
2.385254E+03,2.286908E-08,7.319420E-10
2.390137E+03,2.237670E-08,7.239360E-10
2.395020E+03,2.232618E-08,7.227998E-10
2.399903E+03,2.238013E-08,7.237898E-10
2.404785E+03,2.235006E-08,7.237193E-10
2.409668E+03,2.224383E-08,7.217471E-10
2.414551E+03,2.248682E-08,7.250948E-10
2.419434E+03,2.206282E-08,7.185093E-10
2.424317E+03,2.215298E-08,7.199529E-10
2.429199E+03,2.239703E-08,7.235282E-10
2.434082E+03,2.249389E-08,7.270106E-10
2.438965E+03,2.228394E-08,7.222015E-10
2.443848E+03,2.191594E-08,7.170269E-10
2.448731E+03,2.223892E-08,7.220732E-10
2.453614E+03,2.193613E-08,7.169164E-10
2.458496E+03,2.171974E-08,7.138451E-10
2.463379E+03,2.205959E-08,7.189596E-10
2.468262E+03,2.222858E-08,7.213138E-10
2.473145E+03,2.206892E-08,7.193401E-10
2.478028E+03,2.174588E-08,7.147614E-10
2.482910E+03,2.233313E-08,7.224113E-10
2.487793E+03,2.200790E-08,7.179966E-10
2.492676E+03,2.151404E-08,7.098678E-10
2.497559E+03,2.190933E-08,7.148187E-10
2.502442E+03,2.186670E-08,7.158047E-10
2.507324E+03,2.236940E-08,7.241347E-10
2.512207E+03,2.214659E-08,7.203902E-10
2.517090E+03,2.188181E-08,7.156625E-10
2.521973E+03,2.208168E-08,7.189565E-10
2.526856E+03,2.166322E-08,7.115376E-10
2.531739E+03,2.176377E-08,7.142899E-10
2.536621E+03,2.184478E-08,7.150329E-10
2.541504E+03,2.185682E-08,7.156227E-10
2.546387E+03,2.141880E-08,7.086435E-10
2.551270E+03,2.148569E-08,7.100638E-10
2.556153E+03,2.165108E-08,7.123470E-10
2.561035E+03,2.139923E-08,7.085187E-10
2.565918E+03,2.190236E-08,7.163471E-10
2.570801E+03,2.138789E-08,7.080857E-10
2.575684E+03,2.162144E-08,7.119400E-10
2.580567E+03,2.203489E-08,7.185008E-10
2.585449E+03,2.197198E-08,7.171433E-10
2.590332E+03,2.170881E-08,7.144090E-10
2.595215E+03,2.175688E-08,7.137102E-10
2.600098E+03,2.138985E-08,7.081194E-10
2.604981E+03,2.167794E-08,7.129104E-10
2.609864E+03,2.187850E-08,7.159412E-10
2.614746E+03,2.110179E-08,7.028588E-10
2.619629E+03,2.089888E-08,7.002564E-10
2.624512E+03,2.167235E-08,7.129899E-10
2.629395E+03,2.151235E-08,7.097875E-10
2.634278E+03,2.116597E-08,7.035262E-10
2.639160E+03,2.151420E-08,7.099980E-10
2.644043E+03,2.084015E-08,6.989288E-10
2.648926E+03,2.106433E-08,7.027821E-10
2.653809E+03,2.115574E-08,7.038769E-10
2.658692E+03,2.128401E-08,7.062454E-10
2.663574E+03,2.122881E-08,7.056159E-10
2.668457E+03,2.099320E-08,7.005086E-10
2.673340E+03,2.137303E-08,7.085387E-10
2.678223E+03,2.133451E-08,7.066324E-10
2.683106E+03,2.079166E-08,6.981125E-10
2.687989E+03,2.110458E-08,7.037674E-10
2.692871E+03,2.105406E-08,7.029610E-10
2.697754E+03,2.101481E-08,7.013192E-10
2.702637E+03,2.088051E-08,6.993968E-10
2.707520E+03,2.113215E-08,7.021128E-10
2.712403E+03,2.120212E-08,7.048449E-10
2.717285E+03,2.117635E-08,7.052498E-10
2.722168E+03,2.093318E-08,7.006622E-10
2.727051E+03,2.094277E-08,7.003165E-10
2.731934E+03,2.071400E-08,6.971073E-10
2.736817E+03,2.128080E-08,7.064823E-10
2.741699E+03,2.102174E-08,7.019570E-10
2.746582E+03,2.077865E-08,6.976064E-10
2.751465E+03,2.110242E-08,7.032589E-10
2.756348E+03,2.088230E-08,6.991116E-10
2.761231E+03,2.049855E-08,6.936561E-10
2.766114E+03,2.074856E-08,6.966918E-10
2.770996E+03,2.066424E-08,6.967158E-10
2.775879E+03,2.037577E-08,6.907105E-10
2.780762E+03,2.089651E-08,6.990698E-10
2.785645E+03,2.069614E-08,6.962397E-10
2.790528E+03,2.049477E-08,6.926783E-10
2.795410E+03,2.064607E-08,6.965306E-10
2.800293E+03,2.039141E-08,6.910560E-10
2.805176E+03,2.053651E-08,6.935298E-10
2.810059E+03,2.052448E-08,6.934887E-10
2.814942E+03,2.053024E-08,6.940186E-10
2.819825E+03,2.059804E-08,6.946560E-10
2.824707E+03,2.083018E-08,6.982234E-10
2.829590E+03,2.001952E-08,6.848070E-10
2.834473E+03,2.024242E-08,6.875479E-10
2.839356E+03,2.010175E-08,6.857220E-10
